clueweb12-0000tw-00-00000	Flash Player	/m/05qh6g
clueweb12-0000tw-00-00001	Flash Player	/m/05qh6g
clueweb12-0000tw-00-00002	Flash Player	/m/05qh6g
clueweb12-0000tw-00-00003	Flash Player	/m/05qh6g
clueweb12-0000tw-00-00004	Flash Player	/m/05qh6g
clueweb12-0000tw-00-00007	light of the world	/m/0gjf48y
clueweb12-0000tw-00-00008	God	/m/0d05l6
clueweb12-0000tw-00-00008	God	/m/0d05l6
clueweb12-0000tw-00-00008	God	/m/0d05l6
clueweb12-0000tw-00-00008	God	/m/0d05l6
clueweb12-0000tw-00-00008	God	/m/0d05l6
clueweb12-0000tw-00-00008	God	/m/0d05l6
clueweb12-0000tw-00-00008	Holy Spirit	/m/03qsc
clueweb12-0000tw-00-00009	Walt Disney World	/m/09b1k
clueweb12-0000tw-00-00009	WDW	/m/09b1k
clueweb12-0000tw-00-00009	WDW	/m/09b1k
clueweb12-0000tw-00-00009	WDW	/m/09b1k
clueweb12-0000tw-00-00009	Disney Princess	/m/0bpywl
clueweb12-0000tw-00-00009	Disney	/m/09b3v
clueweb12-0000tw-00-00009	World series	/m/0fjp3
clueweb12-0000tw-00-00013	HIV Aids	/m/0d19y2
clueweb12-0000tw-00-00013	HIV AIDS	/m/0d19y2
clueweb12-0000tw-00-00013	Acquired Immune Deficiency Syndrome	/m/0d19y2
clueweb12-0000tw-00-00013	HIV-AIDS	/m/03p41
clueweb12-0000tw-00-00013	HIV-AIDS	/m/03p41
clueweb12-0000tw-00-00013	HIV	/m/03p41
clueweb12-0000tw-00-00013	AIDS	/m/03p41
clueweb12-0000tw-00-00013	HIV	/m/03p41
clueweb12-0000tw-00-00013	HIV	/m/03p41
clueweb12-0000tw-00-00013	HIV	/m/03p41
clueweb12-0000tw-00-00013	HIV-AIDS	/m/03p41
clueweb12-0000tw-00-00013	Human Immunodeficiency Virus	/m/03p41
clueweb12-0000tw-00-00014	HIV	/m/03p41
clueweb12-0000tw-00-00014	HIV	/m/03p41
clueweb12-0000tw-00-00014	HIV	/m/03p41
clueweb12-0000tw-00-00014	HIV	/m/03p41
clueweb12-0000tw-00-00014	HIV	/m/03p41
clueweb12-0000tw-00-00014	HIV	/m/03p41
clueweb12-0000tw-00-00014	HIV	/m/03p41
clueweb12-0000tw-00-00014	HIV	/m/03p41
clueweb12-0000tw-00-00014	HIV	/m/03p41
clueweb12-0000tw-00-00014	HIV	/m/03p41
clueweb12-0000tw-00-00014	HIV	/m/03p41
clueweb12-0000tw-00-00014	HIV	/m/03p41
clueweb12-0000tw-00-00014	HIV	/m/03p41
clueweb12-0000tw-00-00014	HIV	/m/03p41
clueweb12-0000tw-00-00014	HIV	/m/03p41
clueweb12-0000tw-00-00014	HIV	/m/03p41
clueweb12-0000tw-00-00014	HIV	/m/03p41
clueweb12-0000tw-00-00014	HIV	/m/03p41
clueweb12-0000tw-00-00014	HIV	/m/03p41
